0, start;
0, fetching env variables;
0, got env variables:: timeout: , workload_id: 6zdbvozfkzfgmbeqzkrdxm, kafka_proxy_address: 192.168.177.135:8082, data_access_address: 10.108.183.88:8080, data_request_route: data-request;
0, Got settings from json string: {
  "processor": {
    "type": "aggregator",
    "windowSize": 1000000
  },
  "request": {
    "max_bytes": 1000000,
    "timeout": 1000
  },
  "resource": "sample_data",
  "timeout": 696969
};
896, Inseted new group if not present;
896, Got start;
896, Got metrics;
896, Updated metrics (step 1);
896, Updated metrics (step 2);
896, Updated metrics (step 3);
897, Processing message;
897, Got tags;
897, Extracted group;
897, Inseted new group if not present;
897, Got start;
897, Got metrics;
897, Updated metrics (step 1);
897, Updated metrics (step 2);
897, Updated metrics (step 3);
898, Processing message;
898, Got tags;
898, Extracted group;
898, Inseted new group if not present;
898, Got start;
898, Window full;
898, Removed group;
898, Inserted new group;
899, Got metrics;
899, Updated metrics (step 1);
899, Updated metrics (step 2);
899, Updated metrics (step 3);
899, Processing message;
899, Got tags;
899, Extracted group;
899, Inseted new group if not present;
899, Got start;
899, Window full;
900, Removed group;
900, Inserted new group;
900, Got metrics;
900, Updated metrics (step 1);
900, Updated metrics (step 2);
900, Updated metrics (step 3);
900, Processing message;
904, Processor returned final output;
984, Final output written, Finished;
984, end (drop);
